,iata,municipality,latitude_deg,longitude_deg,state,pop2010
1823,5NK,Naknek,58.732898712158,-157.02000427246,AK,
1824,KEB,Nanwalek,59.3521003723,-151.925003052,AK,
1825,APK,Napaskiak,60.70289993,-161.7779999,AK,
1826,AOU,Nelson Lagoon,56.007499694824,-161.16000366211,AK,
1827,ECS,Newcastle,43.885399,-104.318001,WY,
1828,AEW,Newtok,60.939098358154,-164.64100646973,AK,
1829,AGT,Nightmute,60.471000671387,-164.70100402832,AK,
1830,ANO,Nondalton,59.980201721191,-154.8390045166,AK,
1831,FNO,Noorvik,66.81790161,-161.0189972,AK,
1832,SXP,Nunam Iqua,62.520599365234,-164.84800720215,AK,
1833,16A,Nunapitchuk,60.905591,-162.440454,AK,
1834,ZNC,Nyac,60.9807014465,-159.994003296,AK,
1835,IG4,Oaktown,38.851398468,-87.4997024536,IN,
1836,OMK,Omak,48.4644012451,-119.517997742,WA,
1837,4K5,Ouzinkie,57.925362,-152.496715,AK,
1838,U55,Panguitch,37.84519958,-112.3919983,T,
1839,4K0,Pedro Bay,59.7896003723,-154.12399292,AK,
1840,APE,Perryville,55.905998,-159.162993,AK,
1842,M13,Poplarville,30.785999298096,-89.504501342773,M,
1843,TPO,Port Alsworth,60.2042999268,-154.319000244,AK,
1844,PGM,Port Graham,59.348300933838,-151.83200073242,AK,
1845,AOC,Portage Creek,58.9065,-157.714,AK,
1846,APR,Prospect Creek,66.814102172852,-150.64399719238,AK,
1847,AQH,Quinhagak,59.75510025,-161.8450012,AK,
1848,F23,Ranger,32.4525985718,-98.682800293,TX,
1849,RDV,Red Devil,61.7881011963,-157.350006104,AK,
1851,RCT,Reed City,43.9000015259,-85.5167007446,MI,
1852,44U,Salina,39.029098510699995,-111.837997437,T,
1853,SZN,Santa Barbara,34.0606002808,-119.915000916,CA,
1854,AHX,Shageluk,62.6922988892,-159.569000244,AK,
1855,FSH,Shaktoolik,64.37110138,-161.223999,AK,
1856,ASP,Sheep Mountain,61.812000274700004,-147.507003784,AK,
1857,AGH,Shungnak,66.88809967041,-157.16200256348,AK,
1858,DVP,Slayton,43.986801147461,-95.782600402832,MN,
1860,K26,Solomon,64.5605,-164.4457,AK,
1861,FWS,South Naknek,58.7033996582,-157.007995605,AK,
1862,AMK,St Michael,63.49010086,-162.1100006,AK,
1863,WBB,Stebbins,63.5159988403,-162.277999878,AK,
1864,SVS,Stevens Village,66.0172,-149.0545,AK,
1865,SUD,Stroud,35.789600372314,-96.655700683594,OK,
1867,SYV,Sylvester,31.558500289917,-83.895698547363,GA,
1868,HNE,Tahneta Pass Lodge,61.901401519800004,-147.304000854,AK,
1869,TCT,Takotna,62.993206,-156.029026,AK,
1870,TSG,Tanacross,63.374401092499994,-143.335998535,AK,
1871,ATA,Tanana,65.1744003296,-152.10899353,AK,
1872,7KA,Tatitlek,60.871449,-146.690297,AK,
1873,K49,Taylor,65.6792984009,-164.798995972,AK,
1874,2K5,Telida,63.393901824951,-153.26899719238,AK,
1875,ATE,Teller,65.2404022217,-166.339004517,AK,
1876,ATC,Tin City,65.56310272,-167.9219971,AK,
1877,D60,Tioga,48.38050079,-102.8980026,ND,
1879,AYX,Tullahoma,35.39260101,-86.08580017,TN,
1880,TLT,Tuluksak,61.096801757799994,-160.968994141,AK,
1881,A61,Tuntutuliak,60.3353004456,-162.667007446,AK,
1882,4KA,Tununak,60.575500488281,-165.27200317383,AK,
1883,L73,Tuskegee,32.4919013977,-85.7755966187,AL,
1884,A63,Twin Hills,59.07559967041,-160.27299499512,AK,
1885,TYE,Tyonek,61.076698303223,-151.13800048828,AK,
1886,9A8,Ugashik,57.5279006958,-157.399002075,AK,
1889,UCY,Union City,36.38180161,-88.98539734,TN,
1890,AVE,Venetie,67.0086975098,-146.365997314,AK,
1891,OEA,Vincennes,38.6913986206,-87.5522003174,IN,
1892,WAL,Wallops Island,37.9402008057,-75.4664001465,VA,
1893,A53,Ware,42.282001495361,-72.214797973633,MA,
1894,AFJ,Washington,40.1365013123,-80.29019927979999,PA,605085.0
1895,Y01,Waukon,43.280498504639,-91.469497680664,IA,
1896,WAY,Waynesburg,39.90010071,-80.13310242,PA,
1897,EAN,Wheatland,42.0555,-104.929001,WY,
1898,WSD,White Sands,32.34149933,-106.4029999,NM,
1899,CEA,Wichita,37.648601532,-97.2506027222,K,382726.0
1900,WSM,Wiseman,67.4046020508,-150.123001099,AK,
1901,FCT,Yakima,46.66650009159999,-120.45400238,WA,
1902,LGF,Yuma Proving Ground(Yuma),32.86000061,-114.3970032,AZ,
1903,K81,Amook Bay,57.4715003967,-153.815002441,AK,
1904,AGN,Angoon,57.503601,-134.585007,AK,
1905,KBE,Bell Island,55.9291000366,-131.572006226,AK,
1906,SYL,Camp Roberts/San Miguel,35.814998626699996,-120.744003296,CA,
1907,KCN,Chernofski Harbor,53.4028993416,-167.52027154,AK,
1908,FEW,Cheyenne,41.1333007812,-104.866996765,WY,
1909,KCC,Coffman Cove,56.003200531,-132.841995239,AK,
1910,CGA,Craig,55.47880172729492,-133.1479949951172,AK,
1911,T88,East Hartford,41.7517,-72.6253,CT,
1913,2Z1,Entrance Island,57.412201,-133.43848,AK,
1914,9N2,Essington,39.859001159668,-75.299598693848,PA,
1915,2Z6,False Island,57.5321998596,-135.212997437,AK,
1916,AK3,Five Finger,57.26990127559999,-133.630996704,AK,
1917,5GA,Fort Gillem,33.6150016785,-84.34639739990001,GA,
1918,HGT,Fort Hunter Ligget Jolon,35.99349976,-121.2369995,CA,
1919,HEY,Fort Rucker Ozark,31.34600067,-85.65429688,AL,
1920,LOR,Fort Rucker Ozark,31.35580063,-85.75119781,AL,
1921,3Z8,Golden Horn Lodge,59.7470016479,-158.875,AK,
1922,BQV,Gustavus,58.4552001953,-135.884994507,AK,
1923,4Z7,Hyder,55.903324,-130.009975,AK,
1924,KIB,Ivanof Bay,55.8974990845,-159.488998413,AK,
1925,KKB,Kitoi Bay,58.1908988953,-152.369995117,AK,
1926,KWK,Kwigillingok,59.8367004395,-163.13999939,AK,
1927,13Z,Loring,55.6012992859,-131.636993408,AK,
1928,4CL,Los Angeles,34.060798645,-118.417999268,CA,3795370.0
1929,84K,Meyers Chuck,55.7396011353,-132.255004883,AK,
1930,6N7,New York City,40.734001,-73.9729,NY,8190360.0
1931,96Z,North Whale Pass,56.1162986755,-133.121994019,AK,
1932,KOY,Olga Bay,57.161499023400005,-154.229995728,AK,
1933,PEC,Pelican,57.955200195312,-136.23599243164,AK,
1934,PYL,Perry Island,60.685298919699996,-147.919006348,AK,
1936,19P,Port Protection,56.328800201416,-133.61000061035,AK,
1937,PWR,Port Walter,56.3810005188,-134.651000977,AK,
1938,83Q,Poulsbo,47.734001159668,-122.64700317383,WA,
1939,W49,Rosario,48.6456985474,-122.867996216,WA,
1940,K21,Rouses Point,44.99169921875,-73.363502502441,NY,
1941,MDA,San Antonio,29.4312992096,-98.3777999878,TX,1332880.0
1942,WSJ,San Juan,57.7304,-153.320999,AK,381931.0
1943,CA3,San Pedro,33.7491989136,-118.275001526,CA,
1944,Z15,Supai Village,36.191600799599996,-113.092002869,AZ,
1945,TKL,Taku Lodge,58.4897003174,-133.942993164,AK,
1946,BOF,Washington,38.842899322499996,-77.0160980225,DC,605085.0
1947,JPN,Washington,38.8740997314,-77.0575027466,DC,605085.0
1948,KWP,West Point,57.770099639899996,-153.548995972,AK,
1949,A83,Westsound,48.6179008484,-122.95300293,WA,
1950,78K,Yes Bay,55.9163017273,-131.800994873,AK,
1951,PVZ,Plainesville,41.73360061649999,-81.21920013430001,OH,
1952,FLU,Queens,40.77870178222656,-73.83260345458984,NY,
1953,LTH,Amargosa Valley,36.6342,-116.4135,NV,
1954,AYZ,Amityville,40.71,-73.4,NY,
1955,ARX,Asbury Park,40.2193055556,-74.0908333333,NJ,
1956,BWW,Bowman,46.1655193,-103.30075,ND,
1957,KCG,Chignik,56.317643,-158.589706,AK,
1958,CIV,Chomley,55.217,-132.21,AK,
1959,CLC,Clear Lake,29.5555,-95.1383,TX,
1960,CKR,Crane Island,48.5978,-122.9979,WA,
1961,BCJ,Crestone,37.964777777799995,-105.776666667,CO,
1962,CVR,Culver City,33.975,-118.417,CA,
1963,DCR,Decatur,40.837548,-84.862464,IN,
1964,DHB,Deer Harbor,48.6166666667,-123.002777778,WA,
1965,DPK,Deer Park,40.76,-73.31,NY,
1966,EDA,Edna Bay,55.949653,-133.661012,AK,
1967,FXM,Flaxman Island,70.1895,-146.0209,AK,
1968,FLE,Fort Lee,37.284,-77.3448,VA,
1969,FSN,Fort Sheridan,42.221,-87.817,IL,
1970,HKB,Healy Lake,63.9958,-144.6926,AK,
1971,IVH,Ivishak River,69.4066,-148.2881,AK,
1972,HKP,Kaanapali,20.945,-156.69,HI,
1973,KYL,Key Largo,25.09334,-80.42992,FL,
1974,RZH,Lancaster,34.65,-118.206,CA,156822.0
1975,LRO,Lathrop,37.837916666699996,-121.272805556,CA,
1976,SFR,Los Angeles,34.289,-118.422,CA,3795370.0
1977,MGI,Matagorda Island,28.323,-96.464,TX,
1978,MXC,Monticello,37.93243,-109.341225,T,
1979,MAN,Nampa,43.581333,-116.523056,ID,
1980,JPB,New York City,40.7533,-73.9765,NY,8190360.0
1981,OBK,Northbrook,42.1438888889,-87.85555555559999,IL,
1982,JBK,Oakland,37.8666,-122.3065,CA,391449.0
1983,OIL,Oil City,41.4813,-79.7449,PA,
1984,REH,Rehoboth Beach,38.72,-75.122,DE,
1986,SAG,Sagwon,69.3596,-148.7114,AK,
1987,SBT,San Bernardino,34.0677,-117.2725,CA,209853.0
1988,SRF,San Rafael,38.06,-122.51,CA,
1989,SRU,Scotts Valley,37.0503,-122.0315,CA,
1990,SCR,Scranton,41.4802,-75.772,PA,
1991,SYB,Seal Bay,58.3733,-152.2018,AK,
1992,SKJ,Sitkinak Island,56.5378,-154.1412,AK,
1993,HSG,Thermopolis,43.713602,-108.389687,WY,
1994,TWH,Two Harbors,33.432222222200004,-118.508611111,CA,
1995,DWS,Walt Disney World,28.3994444444,-81.5712777778,FL,
1996,BZS,Washington,38.863,-77.011,DC,605085.0
1997,SSU,White Sulphur Springs,37.775,-80.336,WV,
1998,BRG,Whitesburg,37.2219,-82.8742,KY,
1999,KZB,Zachar Bay,57.553001,-153.746052,AK,
