,Date,Airport,Total,Flights,Booths,Mean per flight
594,2011-09-18,MIA,23641.0,166.0,845.0,142.42
595,2011-09-18,MSP,1801.0,10.0,50.0,180.1
596,2011-09-18,ORD,13752.0,68.0,405.0,202.24
597,2011-09-18,PHL,4791.0,26.0,200.0,184.27
598,2011-09-18,PHX,1853.0,18.0,91.0,102.94
599,2011-09-18,SEA,3103.0,19.0,153.0,163.32
600,2011-09-18,SFO,11864.0,46.0,501.0,257.91
601,2011-09-18,LGA,14394.0,92.0,517.0,156.46
602,2011-09-18,BOS,5696.0,31.0,181.0,183.0
603,2011-09-19,ATL,10704.0,64.0,390.0,167.25
604,2011-09-19,CLT,2538.0,14.0,76.0,181.29
605,2011-09-19,DEN,841.0,8.0,25.0,105.13
606,2011-09-19,DFW,6354.0,55.0,239.0,115.53
607,2011-09-19,DTW,3675.0,18.0,181.0,204.17
608,2011-09-19,EWR,14045.0,95.0,498.0,147.84
609,2011-09-19,IAH,8297.0,93.0,370.0,89.22
610,2011-09-19,JFK,31348.0,149.0,1466.0,210.39
611,2011-09-19,LAS,1552.0,11.0,61.0,141.09
612,2011-09-19,LAX,20440.0,102.0,968.0,200.39
613,2011-09-19,MCO,2951.0,16.0,162.0,184.44
614,2011-09-19,MIA,20413.0,158.0,777.0,129.2
615,2011-09-19,MSP,1751.0,11.0,62.0,159.18
616,2011-09-19,ORD,12374.0,67.0,374.0,184.69
617,2011-09-19,PHL,4090.0,24.0,153.0,170.42
618,2011-09-19,PHX,1568.0,15.0,75.0,104.53
619,2011-09-19,SEA,3608.0,21.0,114.0,171.81
620,2011-09-19,SFO,10642.0,45.0,413.0,236.49
621,2011-09-19,LGA,14045.0,95.0,498.0,147.84
622,2011-09-19,BOS,5201.0,28.0,158.0,185.0
623,2011-09-20,ATL,8701.0,58.0,343.0,150.02
624,2011-09-20,CLT,1999.0,11.0,63.0,181.73
625,2011-09-20,DEN,726.0,8.0,39.0,90.75
626,2011-09-20,DFW,4966.0,52.0,211.0,95.5
627,2011-09-20,DTW,3012.0,17.0,123.0,177.18
628,2011-09-20,EWR,11989.0,88.0,445.0,136.24
629,2011-09-20,IAH,6752.0,84.0,335.0,80.38
630,2011-09-20,JFK,30034.0,157.0,1424.0,191.3
631,2011-09-20,LAS,1412.0,9.0,53.0,156.89
632,2011-09-20,LAX,19355.0,98.0,882.0,197.5
633,2011-09-20,MCO,3362.0,19.0,164.0,176.95
634,2011-09-20,MIA,17916.0,145.0,715.0,123.56
635,2011-09-20,MSP,1702.0,11.0,55.0,154.73
636,2011-09-20,ORD,11272.0,62.0,350.0,181.81
637,2011-09-20,PHL,3958.0,25.0,153.0,158.32
638,2011-09-20,PHX,929.0,11.0,61.0,84.45
639,2011-09-20,SEA,3122.0,19.0,122.0,164.32
640,2011-09-20,SFO,10702.0,47.0,470.0,227.7
641,2011-09-20,LGA,11989.0,88.0,445.0,136.24
642,2011-09-20,BOS,4708.0,30.0,185.0,156.0
643,2011-09-21,ATL,8935.0,60.0,378.0,148.92
644,2011-09-21,CLT,2129.0,13.0,53.0,163.77
645,2011-09-21,DEN,820.0,8.0,31.0,102.5
646,2011-09-21,DFW,4856.0,51.0,242.0,95.22
647,2011-09-21,DTW,3553.0,18.0,185.0,197.39
648,2011-09-21,EWR,12284.0,87.0,515.0,141.2
649,2011-09-21,IAH,6617.0,84.0,328.0,78.77
650,2011-09-21,JFK,28644.0,150.0,1380.0,190.96
651,2011-09-21,LAS,1905.0,10.0,71.0,190.5
652,2011-09-21,LAX,18254.0,95.0,994.0,192.15
653,2011-09-21,MCO,2746.0,17.0,153.0,161.53
654,2011-09-21,MIA,18289.0,148.0,809.0,123.57
655,2011-09-21,MSP,1553.0,10.0,52.0,155.3
656,2011-09-21,ORD,11093.0,65.0,318.0,170.66
657,2011-09-21,PHL,3736.0,26.0,138.0,143.69
658,2011-09-21,PHX,601.0,10.0,58.0,60.1
659,2011-09-21,SEA,2954.0,19.0,144.0,155.47
660,2011-09-21,SFO,9582.0,45.0,451.0,212.93
661,2011-09-21,LGA,12284.0,87.0,515.0,141.2
662,2011-09-21,BOS,4666.0,28.0,150.0,166.0
663,2011-09-22,ATL,9328.0,63.0,386.0,148.06
664,2011-09-22,CLT,2072.0,13.0,72.0,159.38
665,2011-09-22,DEN,784.0,7.0,37.0,112.0
666,2011-09-22,DFW,4906.0,51.0,200.0,96.2
667,2011-09-22,DTW,3358.0,18.0,152.0,186.56
668,2011-09-22,EWR,12977.0,86.0,496.0,150.9
669,2011-09-22,IAH,7319.0,92.0,375.0,79.55
670,2011-09-22,JFK,31016.0,157.0,1310.0,197.55
671,2011-09-22,LAS,2932.0,16.0,86.0,183.25
672,2011-09-22,LAX,20367.0,102.0,1024.0,199.68
673,2011-09-22,MCO,3114.0,20.0,177.0,155.7
674,2011-09-22,MIA,19699.0,151.0,790.0,130.46
675,2011-09-22,MSP,1803.0,10.0,52.0,180.3
676,2011-09-22,ORD,10976.0,61.0,449.0,179.93
677,2011-09-22,PHL,3663.0,25.0,158.0,146.52
678,2011-09-22,PHX,1054.0,16.0,70.0,65.88
679,2011-09-22,SEA,3047.0,18.0,159.0,169.28
680,2011-09-22,SFO,11322.0,47.0,475.0,240.89
681,2011-09-22,LGA,12977.0,86.0,496.0,150.9
682,2011-09-22,BOS,4716.0,27.0,153.0,174.0
683,2011-09-23,ATL,10045.0,63.0,366.0,159.44
684,2011-09-23,CLT,2396.0,14.0,64.0,171.14
685,2011-09-23,DEN,859.0,7.0,35.0,122.71
686,2011-09-23,DFW,6181.0,54.0,216.0,114.46
687,2011-09-23,DTW,3863.0,18.0,182.0,214.61
688,2011-09-23,EWR,14221.0,89.0,550.0,159.79
689,2011-09-23,IAH,8868.0,97.0,426.0,91.42
690,2011-09-23,JFK,32450.0,160.0,1377.0,202.81
691,2011-09-23,LAS,1720.0,13.0,68.0,132.31
692,2011-09-23,LAX,19744.0,101.0,932.0,195.49
693,2011-09-23,MCO,3063.0,18.0,147.0,170.17
694,2011-09-23,MIA,21774.0,160.0,906.0,136.09
695,2011-09-23,MSP,1923.0,12.0,71.0,160.25
696,2011-09-23,ORD,12842.0,68.0,468.0,188.85
697,2011-09-23,PHL,4278.0,24.0,150.0,178.25
698,2011-09-23,PHX,1223.0,16.0,81.0,76.44
699,2011-09-23,SEA,3708.0,22.0,196.0,168.55
700,2011-09-23,SFO,11287.0,48.0,477.0,235.15
701,2011-09-23,LGA,14221.0,89.0,550.0,159.79
702,2011-09-23,BOS,5815.0,31.0,183.0,187.0
703,2011-09-24,ATL,12740.0,78.0,415.0,163.33
704,2011-09-24,CLT,3112.0,19.0,78.0,163.79
705,2011-09-24,DEN,1419.0,13.0,47.0,109.15
706,2011-09-24,DFW,7265.0,60.0,230.0,121.08
707,2011-09-24,DTW,4386.0,20.0,144.0,219.3
708,2011-09-24,EWR,15492.0,97.0,521.0,159.71
709,2011-09-24,IAH,9737.0,100.0,361.0,97.37
710,2011-09-24,JFK,33441.0,163.0,1371.0,205.16
711,2011-09-24,LAS,1527.0,9.0,36.0,169.67
712,2011-09-24,LAX,22566.0,110.0,978.0,205.15
713,2011-09-24,MCO,4308.0,22.0,203.0,195.82
714,2011-09-24,MIA,22844.0,160.0,858.0,142.78
715,2011-09-24,MSP,1971.0,12.0,85.0,164.25
716,2011-09-24,ORD,13091.0,66.0,394.0,198.35
717,2011-09-24,PHL,5084.0,30.0,188.0,169.47
718,2011-09-24,PHX,1425.0,15.0,68.0,95.0
719,2011-09-24,SEA,3753.0,22.0,163.0,170.59
720,2011-09-24,SFO,11318.0,47.0,481.0,240.81
721,2011-09-24,LGA,15492.0,97.0,521.0,159.71
722,2011-09-24,BOS,5349.0,26.0,163.0,205.0
723,2011-09-25,ATL,11047.0,66.0,448.0,167.38
724,2011-09-25,CLT,2773.0,16.0,70.0,173.31
725,2011-09-25,DEN,871.0,7.0,41.0,124.43
726,2011-09-25,DFW,6861.0,58.0,258.0,118.29
727,2011-09-25,DTW,3687.0,18.0,183.0,204.83
728,2011-09-25,EWR,13877.0,92.0,600.0,150.84
729,2011-09-25,IAH,9529.0,96.0,375.0,99.26
730,2011-09-25,JFK,33683.0,161.0,1439.0,209.21
731,2011-09-25,LAS,2985.0,19.0,82.0,157.11
732,2011-09-25,LAX,21304.0,106.0,964.0,200.98
733,2011-09-25,MCO,3077.0,19.0,166.0,161.95
734,2011-09-25,MIA,21790.0,157.0,838.0,138.79
735,2011-09-25,MSP,1489.0,9.0,44.0,165.44
736,2011-09-25,ORD,13467.0,70.0,371.0,192.39
737,2011-09-25,PHL,4807.0,26.0,174.0,184.88
738,2011-09-25,PHX,1684.0,18.0,77.0,93.56
739,2011-09-25,SEA,3021.0,18.0,151.0,167.83
740,2011-09-25,SFO,11496.0,46.0,511.0,249.91
741,2011-09-25,LGA,13877.0,92.0,600.0,150.84
742,2011-09-25,BOS,5650.0,29.0,157.0,194.0
743,2011-09-26,ATL,10218.0,65.0,352.0,157.2
744,2011-09-26,CLT,2479.0,13.0,51.0,190.69
745,2011-09-26,DEN,833.0,7.0,26.0,119.0
746,2011-09-26,DFW,6207.0,53.0,213.0,117.11
747,2011-09-26,DTW,3597.0,19.0,172.0,189.32
748,2011-09-26,EWR,13852.0,92.0,504.0,150.57
749,2011-09-26,IAH,8066.0,94.0,322.0,85.81
750,2011-09-26,JFK,31096.0,154.0,1340.0,201.92
751,2011-09-26,LAS,1747.0,11.0,64.0,158.82
752,2011-09-26,LAX,19669.0,104.0,859.0,189.13
753,2011-09-26,MCO,2759.0,16.0,135.0,172.44
754,2011-09-26,MIA,19856.0,153.0,805.0,129.78
755,2011-09-26,MSP,1822.0,12.0,56.0,151.83
756,2011-09-26,ORD,11596.0,66.0,347.0,175.7
757,2011-09-26,PHL,4305.0,23.0,148.0,187.17
758,2011-09-26,PHX,1427.0,15.0,63.0,95.13
759,2011-09-26,SEA,3253.0,20.0,140.0,162.65
760,2011-09-26,SFO,10452.0,45.0,495.0,232.27
761,2011-09-26,LGA,13852.0,92.0,504.0,150.57
762,2011-09-26,BOS,4998.0,28.0,169.0,178.0
763,2011-09-27,ATL,8467.0,58.0,356.0,145.98
764,2011-09-27,CLT,1990.0,11.0,53.0,180.91
765,2011-09-27,DEN,669.0,7.0,29.0,95.57
766,2011-09-27,DFW,4665.0,50.0,205.0,93.3
767,2011-09-27,DTW,2813.0,16.0,190.0,175.81
768,2011-09-27,EWR,11948.0,86.0,480.0,138.93
769,2011-09-27,IAH,6134.0,80.0,333.0,76.68
770,2011-09-27,JFK,28894.0,155.0,1369.0,186.41
771,2011-09-27,LAS,1168.0,7.0,44.0,166.86
772,2011-09-27,LAX,17316.0,91.0,882.0,190.29
773,2011-09-27,MCO,3169.0,19.0,142.0,166.79
774,2011-09-27,MIA,17207.0,138.0,703.0,124.69
775,2011-09-27,MSP,1589.0,11.0,67.0,144.45
776,2011-09-27,ORD,10833.0,60.0,367.0,180.55
777,2011-09-27,PHL,4024.0,26.0,154.0,154.77
778,2011-09-27,PHX,890.0,11.0,69.0,80.91
779,2011-09-27,SEA,2815.0,19.0,138.0,148.16
780,2011-09-27,SFO,10007.0,46.0,529.0,217.54
781,2011-09-27,LGA,11948.0,86.0,480.0,138.93
782,2011-09-27,BOS,4589.0,31.0,187.0,148.0
783,2011-09-28,ATL,9100.0,61.0,385.0,149.18
784,2011-09-28,CLT,2174.0,13.0,71.0,167.23
785,2011-09-28,DEN,855.0,7.0,29.0,122.14
786,2011-09-28,DFW,5219.0,54.0,232.0,96.65
787,2011-09-28,DTW,3771.0,18.0,188.0,209.5
788,2011-09-28,EWR,12277.0,81.0,477.0,151.57
789,2011-09-28,IAH,6649.0,84.0,349.0,79.15
790,2011-09-28,JFK,28504.0,151.0,1422.0,188.77
791,2011-09-28,LAS,1779.0,9.0,69.0,197.67
792,2011-09-28,LAX,17995.0,96.0,899.0,187.45
793,2011-09-28,MCO,2906.0,17.0,129.0,170.94
794,2011-09-28,MIA,18598.0,144.0,776.0,129.15
795,2011-09-28,MSP,1796.0,11.0,82.0,163.27
796,2011-09-28,ORD,11546.0,64.0,309.0,180.41
797,2011-09-28,PHL,3995.0,26.0,127.0,153.65
798,2011-09-28,PHX,581.0,10.0,37.0,58.1
799,2011-09-28,SEA,3016.0,20.0,171.0,150.8
800,2011-09-28,SFO,10051.0,46.0,516.0,218.5
801,2011-09-28,LGA,12277.0,81.0,477.0,151.57
802,2011-09-28,BOS,4718.0,28.0,197.0,168.0
803,2011-09-29,ATL,10137.0,67.0,379.0,151.3
804,2011-09-29,CLT,2247.0,13.0,69.0,172.85
805,2011-09-29,DEN,839.0,7.0,31.0,119.86
806,2011-09-29,DFW,5011.0,52.0,202.0,96.37
807,2011-09-29,DTW,3357.0,16.0,192.0,209.81
808,2011-09-29,EWR,12443.0,82.0,485.0,151.74
809,2011-09-29,IAH,7412.0,89.0,353.0,83.28
810,2011-09-29,JFK,30373.0,150.0,1317.0,202.49
811,2011-09-29,LAS,2901.0,17.0,84.0,170.65
812,2011-09-29,LAX,19335.0,97.0,907.0,199.33
813,2011-09-29,MCO,3306.0,20.0,198.0,165.3
814,2011-09-29,MIA,20951.0,154.0,769.0,136.05
815,2011-09-29,MSP,1743.0,10.0,65.0,174.3
816,2011-09-29,ORD,11695.0,61.0,402.0,191.72
817,2011-09-29,PHL,4275.0,25.0,142.0,171.0
818,2011-09-29,PHX,978.0,15.0,41.0,65.2
819,2011-09-29,SEA,2609.0,18.0,141.0,144.94
820,2011-09-29,SFO,11114.0,46.0,493.0,241.61
821,2011-09-29,LGA,12443.0,82.0,485.0,151.74
822,2011-09-29,BOS,4785.0,26.0,186.0,184.0
823,2011-09-30,ATL,10397.0,61.0,386.0,170.44
824,2011-09-30,CLT,2650.0,14.0,74.0,189.29
825,2011-09-30,DEN,923.0,7.0,39.0,131.86
826,2011-09-30,DFW,6541.0,54.0,228.0,121.13
827,2011-09-30,DTW,3834.0,17.0,141.0,225.53
828,2011-09-30,EWR,14219.0,87.0,581.0,163.44
829,2011-09-30,IAH,9505.0,90.0,386.0,105.61
830,2011-09-30,JFK,34191.0,162.0,1349.0,211.06
831,2011-09-30,LAS,1814.0,12.0,58.0,151.17
832,2011-09-30,LAX,20877.0,104.0,1005.0,200.74
833,2011-09-30,MCO,3244.0,17.0,141.0,190.82
834,2011-09-30,MIA,23884.0,162.0,880.0,147.43
835,2011-09-30,MSP,1978.0,11.0,61.0,179.82
836,2011-09-30,ORD,13251.0,67.0,447.0,197.78
837,2011-09-30,PHL,4543.0,26.0,161.0,174.73
838,2011-09-30,PHX,1484.0,17.0,92.0,87.29
839,2011-09-30,SEA,3470.0,21.0,176.0,165.24
840,2011-09-30,SFO,11771.0,48.0,523.0,245.23
841,2011-09-30,LGA,14219.0,87.0,581.0,163.44
842,2011-09-30,BOS,6045.0,31.0,189.0,195.0
843,2011-10-01,ATL,12814.0,78.0,468.0,164.28
844,2011-10-01,CLT,2972.0,18.0,60.0,165.11
845,2011-10-01,DEN,1604.0,13.0,45.0,123.38
846,2011-10-01,DFW,7459.0,60.0,240.0,124.32
847,2011-10-01,DTW,4890.0,23.0,186.0,212.61
848,2011-10-01,EWR,16226.0,98.0,615.0,165.57
849,2011-10-01,IAH,10128.0,92.0,422.0,110.09
850,2011-10-01,JFK,34494.0,158.0,1342.0,218.32
851,2011-10-01,LAS,1588.0,10.0,76.0,158.8
852,2011-10-01,LAX,23969.0,112.0,1008.0,214.01
853,2011-10-01,MCO,4310.0,22.0,192.0,195.91
854,2011-10-01,MIA,24145.0,158.0,782.0,152.82
855,2011-10-01,MSP,2205.0,13.0,84.0,169.62
856,2011-10-01,ORD,14184.0,64.0,398.0,221.63
857,2011-10-01,PHL,5079.0,28.0,145.0,181.39
858,2011-10-01,PHX,1352.0,15.0,70.0,90.13
859,2011-10-01,SEA,3407.0,21.0,158.0,162.24
860,2011-10-01,SFO,12110.0,49.0,523.0,247.14
861,2011-10-01,LGA,16226.0,98.0,615.0,165.57
862,2011-10-01,BOS,5625.0,27.0,151.0,208.0
863,2011-10-02,ATL,10856.0,66.0,455.0,164.48
864,2011-10-02,CLT,2790.0,16.0,74.0,174.38
865,2011-10-02,DEN,836.0,7.0,28.0,119.43
866,2011-10-02,DFW,6721.0,59.0,241.0,113.92
867,2011-10-02,DTW,3936.0,18.0,194.0,218.67
868,2011-10-02,EWR,14739.0,91.0,545.0,161.97
869,2011-10-02,IAH,10031.0,100.0,434.0,100.31
870,2011-10-02,JFK,34520.0,157.0,1472.0,219.87
871,2011-10-02,LAS,2508.0,15.0,61.0,167.2
872,2011-10-02,LAX,22226.0,107.0,963.0,207.72
873,2011-10-02,MCO,3509.0,20.0,188.0,175.45
874,2011-10-02,MIA,24114.0,163.0,865.0,147.94
875,2011-10-02,MSP,1727.0,10.0,58.0,172.7
876,2011-10-02,ORD,13808.0,68.0,375.0,203.06
877,2011-10-02,PHL,5048.0,26.0,173.0,194.15
878,2011-10-02,PHX,1727.0,20.0,84.0,86.35
879,2011-10-02,SEA,2946.0,18.0,141.0,163.67
880,2011-10-02,SFO,12033.0,47.0,576.0,256.02
881,2011-10-02,LGA,14739.0,91.0,545.0,161.97
882,2011-10-02,BOS,5746.0,29.0,189.0,198.0
883,2011-10-03,ATL,10488.0,66.0,364.0,158.91
884,2011-10-03,CLT,2301.0,15.0,57.0,153.4
885,2011-10-03,DEN,766.0,7.0,29.0,109.43
886,2011-10-03,DFW,6347.0,56.0,223.0,113.34
887,2011-10-03,DTW,3987.0,20.0,187.0,199.35
888,2011-10-03,EWR,13573.0,89.0,465.0,152.51
889,2011-10-03,IAH,8327.0,98.0,344.0,84.97
890,2011-10-03,JFK,33510.0,161.0,1551.0,208.14
891,2011-10-03,LAS,1670.0,11.0,59.0,151.82
892,2011-10-03,LAX,19056.0,103.0,851.0,185.01
893,2011-10-03,MCO,3054.0,16.0,137.0,190.88
894,2011-10-03,MIA,21533.0,154.0,776.0,139.82
895,2011-10-03,MSP,1532.0,10.0,67.0,153.2
896,2011-10-03,ORD,12155.0,67.0,365.0,181.42
897,2011-10-03,PHL,4441.0,25.0,170.0,177.64
898,2011-10-03,PHX,1373.0,16.0,50.0,85.81
899,2011-10-03,SEA,3160.0,20.0,121.0,158.0
900,2011-10-03,SFO,9266.0,41.0,479.0,226.0
901,2011-10-03,LGA,13573.0,89.0,465.0,152.51
902,2011-10-03,BOS,4730.0,27.0,164.0,175.0
903,2011-10-04,ATL,8640.0,59.0,359.0,146.44
904,2011-10-04,CLT,1748.0,13.0,50.0,134.46
905,2011-10-04,DEN,682.0,7.0,21.0,97.43
906,2011-10-04,DFW,4650.0,53.0,204.0,87.74
907,2011-10-04,DTW,2747.0,17.0,147.0,161.59
908,2011-10-04,EWR,11065.0,81.0,416.0,136.6
909,2011-10-04,IAH,6484.0,84.0,298.0,77.19
910,2011-10-04,JFK,29634.0,154.0,1403.0,192.43
911,2011-10-04,LAS,1340.0,8.0,57.0,167.5
912,2011-10-04,LAX,17065.0,95.0,795.0,179.63
913,2011-10-04,MCO,3879.0,20.0,158.0,193.95
914,2011-10-04,MIA,17452.0,136.0,678.0,128.32
915,2011-10-04,MSP,1767.0,11.0,49.0,160.64
916,2011-10-04,ORD,9814.0,59.0,346.0,166.34
917,2011-10-04,PHL,3751.0,24.0,122.0,156.29
918,2011-10-04,PHX,1010.0,17.0,58.0,59.41
919,2011-10-04,SEA,1871.0,18.0,96.0,103.94
920,2011-10-04,SFO,9486.0,49.0,440.0,193.59
921,2011-10-04,LGA,11065.0,81.0,416.0,136.6
922,2011-10-04,BOS,4216.0,28.0,162.0,150.0
923,2011-10-05,ATL,8675.0,61.0,357.0,142.21
924,2011-10-05,CLT,1830.0,14.0,42.0,130.71
925,2011-10-05,DEN,755.0,7.0,27.0,107.86
926,2011-10-05,DFW,4669.0,53.0,214.0,88.09
927,2011-10-05,DTW,2980.0,17.0,145.0,175.29
928,2011-10-05,EWR,11165.0,80.0,471.0,139.56
929,2011-10-05,IAH,7284.0,88.0,327.0,82.77
930,2011-10-05,JFK,28423.0,151.0,1383.0,188.23
931,2011-10-05,LAS,1794.0,9.0,75.0,199.33
932,2011-10-05,LAX,17062.0,97.0,813.0,175.9
933,2011-10-05,MCO,3518.0,18.0,170.0,195.44
934,2011-10-05,MIA,19653.0,148.0,843.0,132.79
935,2011-10-05,MSP,1681.0,11.0,54.0,152.82
936,2011-10-05,ORD,10703.0,66.0,365.0,162.17
937,2011-10-05,PHL,3775.0,26.0,163.0,145.19
938,2011-10-05,PHX,641.0,16.0,60.0,40.06
939,2011-10-05,SEA,2746.0,20.0,137.0,137.3
940,2011-10-05,SFO,9036.0,48.0,459.0,188.25
941,2011-10-05,LGA,11165.0,80.0,471.0,139.56
942,2011-10-05,BOS,4087.0,25.0,140.0,163.0
943,2011-10-06,ATL,9767.0,66.0,386.0,147.98
944,2011-10-06,CLT,2021.0,15.0,68.0,134.73
945,2011-10-06,DEN,763.0,7.0,25.0,109.0
946,2011-10-06,DFW,4793.0,52.0,239.0,92.17
947,2011-10-06,DTW,3141.0,18.0,192.0,174.5
948,2011-10-06,EWR,12946.0,87.0,496.0,148.8
949,2011-10-06,IAH,7300.0,93.0,367.0,78.49
950,2011-10-06,JFK,29249.0,150.0,1334.0,194.99
951,2011-10-06,LAS,2855.0,16.0,98.0,178.44
952,2011-10-06,LAX,18212.0,103.0,853.0,176.82
953,2011-10-06,MCO,3731.0,20.0,136.0,186.55
954,2011-10-06,MIA,21307.0,152.0,818.0,140.18
955,2011-10-06,MSP,1733.0,10.0,76.0,173.3
956,2011-10-06,ORD,10709.0,63.0,391.0,169.98
957,2011-10-06,PHL,3662.0,25.0,149.0,146.48
958,2011-10-06,PHX,1215.0,17.0,66.0,71.47
959,2011-10-06,SEA,2163.0,16.0,131.0,135.19
960,2011-10-06,SFO,9412.0,46.0,472.0,204.61
961,2011-10-06,LGA,12946.0,87.0,496.0,148.8
962,2011-10-06,BOS,4468.0,26.0,140.0,171.0
963,2011-10-07,ATL,9965.0,64.0,382.0,155.7
964,2011-10-07,CLT,2351.0,16.0,63.0,146.94
965,2011-10-07,DEN,874.0,7.0,23.0,124.86
966,2011-10-07,DFW,6074.0,54.0,262.0,112.48
967,2011-10-07,DTW,3186.0,16.0,180.0,199.13
968,2011-10-07,EWR,13226.0,89.0,493.0,148.61
969,2011-10-07,IAH,9125.0,99.0,369.0,92.17
970,2011-10-07,JFK,31174.0,160.0,1443.0,194.84
971,2011-10-07,LAS,1749.0,12.0,64.0,145.75
972,2011-10-07,LAX,18429.0,104.0,910.0,177.2
973,2011-10-07,MCO,3757.0,18.0,164.0,208.72
974,2011-10-07,MIA,24072.0,162.0,875.0,148.59
975,2011-10-07,MSP,1920.0,11.0,57.0,174.55
976,2011-10-07,ORD,11638.0,66.0,405.0,176.33
977,2011-10-07,PHL,4352.0,29.0,170.0,150.07
978,2011-10-07,PHX,1417.0,17.0,55.0,83.35
979,2011-10-07,SEA,3120.0,22.0,148.0,141.82
980,2011-10-07,SFO,9868.0,50.0,520.0,197.36
981,2011-10-07,LGA,13226.0,89.0,493.0,148.61
982,2011-10-07,BOS,5236.0,32.0,161.0,163.0
983,2011-10-08,ATL,12496.0,76.0,448.0,164.42
984,2011-10-08,CLT,2888.0,19.0,67.0,152.0
985,2011-10-08,DEN,1591.0,13.0,44.0,122.38
986,2011-10-08,DFW,7268.0,59.0,251.0,123.19
987,2011-10-08,DTW,3826.0,19.0,151.0,201.37
988,2011-10-08,EWR,14268.0,95.0,475.0,150.19
989,2011-10-08,IAH,10343.0,104.0,360.0,99.45
990,2011-10-08,JFK,32419.0,160.0,1258.0,202.62
991,2011-10-08,LAS,1739.0,13.0,60.0,133.77
992,2011-10-08,LAX,22043.0,114.0,893.0,193.36
993,2011-10-08,MCO,4942.0,23.0,219.0,214.87
994,2011-10-08,MIA,24083.0,161.0,825.0,149.58
995,2011-10-08,MSP,2092.0,11.0,69.0,190.18
996,2011-10-08,ORD,13063.0,67.0,373.0,194.97
997,2011-10-08,PHL,4803.0,28.0,183.0,171.54
998,2011-10-08,PHX,1728.0,18.0,74.0,96.0
999,2011-10-08,SEA,2942.0,22.0,159.0,133.73
1000,2011-10-08,SFO,10687.0,49.0,499.0,218.1
1001,2011-10-08,LGA,14268.0,95.0,475.0,150.19
1002,2011-10-08,BOS,4998.0,24.0,155.0,208.0
1003,2011-10-09,ATL,10923.0,67.0,461.0,163.03
1004,2011-10-09,CLT,2958.0,17.0,77.0,174.0
1005,2011-10-09,DEN,799.0,7.0,25.0,114.14
1006,2011-10-09,DFW,6954.0,60.0,263.0,115.9
1007,2011-10-09,DTW,3529.0,17.0,213.0,207.59
1008,2011-10-09,EWR,13264.0,88.0,449.0,150.73
1009,2011-10-09,IAH,9716.0,92.0,374.0,105.61
1010,2011-10-09,JFK,33055.0,161.0,1416.0,205.31
1011,2011-10-09,LAS,2477.0,16.0,74.0,154.81
1012,2011-10-09,LAX,19654.0,103.0,874.0,190.82
1013,2011-10-09,MCO,3956.0,21.0,168.0,188.38
1014,2011-10-09,MIA,24226.0,165.0,883.0,146.82
1015,2011-10-09,MSP,1714.0,10.0,71.0,171.4
1016,2011-10-09,ORD,12806.0,69.0,349.0,185.59
1017,2011-10-09,PHL,4642.0,25.0,122.0,185.68
1018,2011-10-09,PHX,2013.0,20.0,79.0,100.65
1019,2011-10-09,SEA,2259.0,16.0,133.0,141.19
1020,2011-10-09,SFO,10537.0,45.0,477.0,234.16
1021,2011-10-09,LGA,13264.0,88.0,449.0,150.73
1022,2011-10-09,BOS,4929.0,29.0,132.0,169.0
1023,2011-10-10,ATL,10122.0,63.0,383.0,160.67
1024,2011-10-10,CLT,2649.0,15.0,63.0,176.6
1025,2011-10-10,DEN,794.0,7.0,26.0,113.43
1026,2011-10-10,DFW,6604.0,57.0,235.0,115.86
1027,2011-10-10,DTW,3860.0,21.0,188.0,183.81
1028,2011-10-10,EWR,14155.0,91.0,513.0,155.55
1029,2011-10-10,IAH,8784.0,98.0,356.0,89.63
1030,2011-10-10,JFK,32880.0,157.0,1345.0,209.43
1031,2011-10-10,LAS,1749.0,12.0,60.0,145.75
1032,2011-10-10,LAX,18806.0,106.0,912.0,177.42
1033,2011-10-10,MCO,3422.0,17.0,172.0,201.29
1034,2011-10-10,MIA,21308.0,151.0,815.0,141.11
1035,2011-10-10,MSP,1529.0,10.0,70.0,152.9
1036,2011-10-10,ORD,11502.0,65.0,337.0,176.95
1037,2011-10-10,PHL,4004.0,23.0,140.0,174.09
1038,2011-10-10,PHX,1724.0,17.0,67.0,101.41
1039,2011-10-10,SEA,2691.0,20.0,116.0,134.55
1040,2011-10-10,SFO,9935.0,46.0,552.0,215.98
1041,2011-10-10,LGA,14155.0,91.0,513.0,155.55
1042,2011-10-10,BOS,5125.0,26.0,181.0,197.0
1043,2011-10-11,ATL,9496.0,63.0,363.0,150.73
1044,2011-10-11,CLT,2075.0,13.0,47.0,159.62
1045,2011-10-11,DEN,753.0,7.0,22.0,107.57
1046,2011-10-11,DFW,5249.0,51.0,226.0,102.92
1047,2011-10-11,DTW,2607.0,17.0,163.0,153.35
1048,2011-10-11,EWR,11612.0,84.0,419.0,138.24
1049,2011-10-11,IAH,6782.0,85.0,337.0,79.79
1050,2011-10-11,JFK,29393.0,157.0,1298.0,187.22
1051,2011-10-11,LAS,1238.0,9.0,50.0,137.56
1052,2011-10-11,LAX,16822.0,95.0,838.0,177.07
1053,2011-10-11,MCO,3864.0,20.0,176.0,193.2
1054,2011-10-11,MIA,18875.0,140.0,781.0,134.82
1055,2011-10-11,MSP,1756.0,11.0,64.0,159.64
1056,2011-10-11,ORD,9776.0,59.0,343.0,165.69
